=== TRAINING UPDATES SUMMARY (Chain 0) ===

--- Chain 0 (5 jobs) ---
  Iter  500 | [Alice] Loss=+0.0554  Val=0.8876  Rew=3.6992  Ent=0.0500  || [Bob]   Loss=-0.0047  Val=0.2787  Rew=0.0032  ABC=-1.0440  SR=0.1486
  Iter  582 | [Alice] Loss=+0.0442  Val=0.6174  Rew=2.3320  Ent=0.0500  || [Bob]   Loss=+0.0155  Val=0.2723  Rew=0.0024  ABC=-1.0616  SR=0.1949
  Iter  582 | [Alice] Loss=+0.0512  Val=0.7551  Rew=2.9023  Ent=0.0500  || [Bob]   Loss=+0.0220  Val=0.2832  Rew=0.0041  ABC=-1.0897  SR=0.2321
  Iter  582 | [Alice] Loss=+0.0467  Val=0.3860  Rew=1.3203  Ent=0.0500  || [Bob]   Loss=-0.0069  Val=0.4701  Rew=0.0030  ABC=-1.1087  SR=0.3857
  Iter  582 | [Alice] Loss=+0.0709  Val=0.7440  Rew=2.6504  Ent=0.0500  || [Bob]   Loss=+0.0140  Val=0.3269  Rew=0.0040  ABC=-1.0736  SR=0.2436
  Iter  582 | [Alice] Loss=+0.0699  Val=0.8026  Rew=2.7246  Ent=0.0500  || [Bob]   Loss=+0.0090  Val=0.2722  Rew=0.0037  ABC=-1.1057  SR=0.2152
  Iter  583 | [Alice] Loss=+0.0409  Val=0.6154  Rew=2.3281  Ent=0.0500  || [Bob]   Loss=+0.0191  Val=0.2176  Rew=0.0022  ABC=-1.0702  SR=0.1667
  Iter  583 | [Alice] Loss=+0.0980  Val=0.6744  Rew=2.4824  Ent=0.0500  || [Bob]   Loss=+0.0187  Val=0.2898  Rew=0.0030  ABC=-1.0989  SR=0.2113
  Iter  583 | [Alice] Loss=+0.1073  Val=0.2939  Rew=1.2754  Ent=0.0500  || [Bob]   Loss=-0.0112  Val=0.3056  Rew=0.0018  ABC=-1.1259  SR=0.2215
  Iter  583 | [Alice] Loss=+0.0420  Val=0.6798  Rew=2.4414  Ent=0.0500  || [Bob]   Loss=+0.0005  Val=0.3138  Rew=0.0038  ABC=-1.1130  SR=0.2465
  Iter  583 | [Alice] Loss=+0.0569  Val=0.6024  Rew=2.0625  Ent=0.0500  || [Bob]   Loss=+0.0156  Val=0.3330  Rew=0.0030  ABC=-1.0921  SR=0.2296
  Iter  584 | [Alice] Loss=+0.0431  Val=0.7566  Rew=2.7852  Ent=0.0500  || [Bob]   Loss=+0.0199  Val=0.2434  Rew=0.0033  ABC=-1.0995  SR=0.2413
  Iter  584 | [Alice] Loss=+0.1154  Val=0.5186  Rew=1.9512  Ent=0.0500  || [Bob]   Loss=+0.0146  Val=0.3721  Rew=0.0039  ABC=-1.0847  SR=0.2765
  Iter  584 | [Alice] Loss=+0.0798  Val=0.4332  Rew=1.5176  Ent=0.0500  || [Bob]   Loss=+0.0016  Val=0.3697  Rew=0.0023  ABC=-1.1099  SR=0.2975
  Iter  584 | [Alice] Loss=+0.0960  Val=0.3680  Rew=1.4648  Ent=0.0500  || [Bob]   Loss=+0.0020  Val=0.3442  Rew=0.0022  ABC=-1.1340  SR=0.1970
  Iter  584 | [Alice] Loss=+0.0823  Val=0.5121  Rew=1.7148  Ent=0.0500  || [Bob]   Loss=+0.0078  Val=0.2621  Rew=0.0021  ABC=-1.1078  SR=0.1884
  Iter  585 | [Alice] Loss=+0.1247  Val=0.4187  Rew=1.8770  Ent=0.0500  || [Bob]   Loss=-0.0021  Val=0.2359  Rew=0.0021  ABC=-1.1030  SR=0.1787
  Iter  585 | [Alice] Loss=+0.0554  Val=0.6356  Rew=2.4453  Ent=0.0500  || [Bob]   Loss=+0.0158  Val=0.2437  Rew=0.0027  ABC=-1.1012  SR=0.2140
  Iter  585 | [Alice] Loss=+0.0571  Val=0.5140  Rew=1.7383  Ent=0.0500  || [Bob]   Loss=+0.0115  Val=0.3250  Rew=0.0025  ABC=-1.0582  SR=0.2542
  Iter  585 | [Alice] Loss=+0.1456  Val=0.2255  Rew=0.9922  Ent=0.0500  || [Bob]   Loss=+0.0003  Val=0.3435  Rew=0.0015  ABC=0.0000  SR=0.2239
  Iter  585 | [Alice] Loss=+0.0917  Val=0.5403  Rew=1.9043  Ent=0.0500  || [Bob]   Loss=+0.0124  Val=0.3314  Rew=0.0029  ABC=-1.0971  SR=0.2477
  Iter  586 | [Alice] Loss=+0.2588  Val=0.7322  Rew=2.8535  Ent=0.0500  || [Bob]   Loss=+0.0019  Val=0.2323  Rew=0.0026  ABC=-1.1197  SR=0.2023
  Iter  586 | [Alice] Loss=+0.0846  Val=0.4696  Rew=1.9180  Ent=0.0500  || [Bob]   Loss=+0.0206  Val=0.3106  Rew=0.0036  ABC=-1.1138  SR=0.2738
  Iter  586 | [Alice] Loss=+0.0404  Val=0.3999  Rew=1.5000  Ent=0.0500  || [Bob]   Loss=+0.0141  Val=0.3023  Rew=0.0021  ABC=-1.0933  SR=0.2021
  Iter  586 | [Alice] Loss=+0.1256  Val=0.4347  Rew=1.7930  Ent=0.0500  || [Bob]   Loss=+0.0016  Val=0.3504  Rew=0.0032  ABC=-1.1367  SR=0.3149
  Iter  586 | [Alice] Loss=+0.0623  Val=0.5076  Rew=1.6992  Ent=0.0500  || [Bob]   Loss=+0.0117  Val=0.2975  Rew=0.0021  ABC=-1.1043  SR=0.2194
  Iter  587 | [Alice] Loss=+0.0705  Val=0.1159  Rew=0.4336  Ent=0.0500  || [Bob]   Loss=-0.0032  Val=0.3467  Rew=0.0007  ABC=0.0000  SR=0.1045
  Iter  587 | [Alice] Loss=+0.1685  Val=0.3943  Rew=1.4570  Ent=0.0500  || [Bob]   Loss=+0.0141  Val=0.3458  Rew=0.0027  ABC=-1.1166  SR=0.2963
  Iter  587 | [Alice] Loss=+0.0397  Val=0.4746  Rew=1.7188  Ent=0.0500  || [Bob]   Loss=+0.0074  Val=0.3417  Rew=0.0028  ABC=-1.0887  SR=0.2703
  Iter  587 | [Alice] Loss=+0.1453  Val=0.7185  Rew=2.4336  Ent=0.0500  || [Bob]   Loss=+0.0092  Val=0.3620  Rew=0.0040  ABC=-1.0825  SR=0.3008
  Iter  587 | [Alice] Loss=+0.1005  Val=0.1390  Rew=0.5371  Ent=0.0500  || [Bob]   Loss=+0.0178  Val=0.4072  Rew=0.0010  ABC=0.0000  SR=0.1538
  Iter  588 | [Alice] Loss=+0.0706  Val=0.0992  Rew=0.3633  Ent=0.0500  || [Bob]   Loss=+0.0110  Val=0.4011  Rew=0.0009  ABC=0.0000  SR=0.3400
  Iter  588 | [Alice] Loss=+0.1007  Val=0.7259  Rew=2.6016  Ent=0.0500  || [Bob]   Loss=+0.0210  Val=0.3037  Rew=0.0036  ABC=-1.0882  SR=0.2755
  Iter  588 | [Alice] Loss=+0.1041  Val=0.2552  Rew=0.8945  Ent=0.0500  || [Bob]   Loss=+0.0051  Val=0.3144  Rew=0.0012  ABC=0.0000  SR=0.1692
  Iter  588 | [Alice] Loss=+0.0517  Val=0.8758  Rew=2.7500  Ent=0.0500  || [Bob]   Loss=+0.0198  Val=0.3139  Rew=0.0037  ABC=-1.0606  SR=0.2364
  Iter  588 | [Alice] Loss=+0.1083  Val=0.3383  Rew=1.4336  Ent=0.0500  || [Bob]   Loss=-0.0003  Val=0.2598  Rew=0.0015  ABC=-1.0752  SR=0.2339
  Iter  589 | [Alice] Loss=+0.1102  Val=0.0641  Rew=0.3066  Ent=0.0500  || [Bob]   Loss=+0.0035  Val=0.4089  Rew=0.0007  ABC=0.0000  SR=0.3095
  Iter  589 | [Alice] Loss=+0.0770  Val=0.7994  Rew=2.6836  Ent=0.0500  || [Bob]   Loss=+0.0189  Val=0.2731  Rew=0.0038  ABC=-1.0603  SR=0.2466
  Iter  589 | [Alice] Loss=+0.0569  Val=0.1760  Rew=0.8867  Ent=0.0500  || [Bob]   Loss=+0.0210  Val=0.3509  Rew=0.0018  ABC=0.0000  SR=0.2764
  Iter  589 | [Alice] Loss=+0.0614  Val=0.4856  Rew=1.9043  Ent=0.0500  || [Bob]   Loss=+0.0143  Val=0.3529  Rew=0.0032  ABC=-1.1030  SR=0.2037
  Iter  589 | [Alice] Loss=+0.1078  Val=0.4403  Rew=1.6934  Ent=0.0500  || [Bob]   Loss=+0.0122  Val=0.3600  Rew=0.0026  ABC=-1.1188  SR=0.2632
  Iter  590 | [Alice] Loss=+0.3086  Val=0.1034  Rew=0.3984  Ent=0.0500  || [Bob]   Loss=+0.0145  Val=0.4462  Rew=0.0007  ABC=0.0000  SR=0.3256
  Iter  590 | [Alice] Loss=+0.0663  Val=0.7420  Rew=2.8633  Ent=0.0500  || [Bob]   Loss=+0.0168  Val=0.2671  Rew=0.0027  ABC=-1.1088  SR=0.1830
  Iter  590 | [Alice] Loss=+0.1622  Val=0.0865  Rew=0.4121  Ent=0.0500  || [Bob]   Loss=+0.0026  Val=0.2045  Rew=0.0004  ABC=0.0000  SR=0.1321
  Iter  590 | [Alice] Loss=+0.1432  Val=0.1835  Rew=0.5645  Ent=0.0500  || [Bob]   Loss=+0.0022  Val=0.3332  Rew=0.0006  ABC=0.0000  SR=0.1287
  Iter  590 | [Alice] Loss=+0.0684  Val=0.6475  Rew=2.2949  Ent=0.0500  || [Bob]   Loss=+0.0061  Val=0.2732  Rew=0.0026  ABC=-1.0745  SR=0.2143
  Iter  591 | [Alice] Loss=+0.0966  Val=0.3184  Rew=1.2793  Ent=0.0500  || [Bob]   Loss=+0.0090  Val=0.3027  Rew=0.0015  ABC=-1.1487  SR=0.2752
  Iter  591 | [Alice] Loss=+0.0833  Val=0.5651  Rew=2.2656  Ent=0.0500  || [Bob]   Loss=+0.0250  Val=0.2947  Rew=0.0033  ABC=-1.0960  SR=0.2057
  Iter  591 | [Alice] Loss=+0.0715  Val=0.3369  Rew=1.0195  Ent=0.0500  || [Bob]   Loss=-0.0004  Val=0.4149  Rew=0.0016  ABC=-1.1034  SR=0.3974
  Iter  591 | [Alice] Loss=+0.1887  Val=0.3865  Rew=1.6191  Ent=0.0500  || [Bob]   Loss=+0.0162  Val=0.3994  Rew=0.0028  ABC=-1.1208  SR=0.3106
  Iter  591 | [Alice] Loss=+0.0866  Val=0.7014  Rew=2.5410  Ent=0.0500  || [Bob]   Loss=+0.0030  Val=0.2452  Rew=0.0023  ABC=-1.0827  SR=0.1751
  Iter  592 | [Alice] Loss=+0.0759  Val=0.5290  Rew=1.9434  Ent=0.0500  || [Bob]   Loss=+0.0152  Val=0.2585  Rew=0.0022  ABC=-1.1378  SR=0.2500
  Iter  592 | [Alice] Loss=+0.1460  Val=0.4411  Rew=1.9082  Ent=0.0500  || [Bob]   Loss=+0.0210  Val=0.3265  Rew=0.0029  ABC=-1.1129  SR=0.2532
  Iter  592 | [Alice] Loss=+0.0309  Val=0.4954  Rew=1.7383  Ent=0.0500  || [Bob]   Loss=+0.0091  Val=0.4081  Rew=0.0033  ABC=-1.0814  SR=0.3281
  Iter  592 | [Alice] Loss=+0.0727  Val=0.8338  Rew=2.8672  Ent=0.0500  || [Bob]   Loss=+0.0141  Val=0.3202  Rew=0.0037  ABC=-1.0883  SR=0.2597
  Iter  592 | [Alice] Loss=+0.0310  Val=0.6463  Rew=2.3984  Ent=0.0500  || [Bob]   Loss=-0.0002  Val=0.2897  Rew=0.0023  ABC=-1.0756  SR=0.1595
  Iter  593 | [Alice] Loss=+0.1177  Val=0.3095  Rew=1.4961  Ent=0.0500  || [Bob]   Loss=+0.0010  Val=0.3758  Rew=0.0022  ABC=-1.1501  SR=0.2244
  Iter  593 | [Alice] Loss=+0.1185  Val=0.3972  Rew=1.8125  Ent=0.0500  || [Bob]   Loss=+0.0223  Val=0.2849  Rew=0.0022  ABC=-1.1397  SR=0.2222
  Iter  593 | [Alice] Loss=+0.0357  Val=0.2881  Rew=1.0332  Ent=0.0500  || [Bob]   Loss=+0.0121  Val=0.3606  Rew=0.0019  ABC=-1.0970  SR=0.2405
  Iter  593 | [Alice] Loss=+0.0793  Val=0.5406  Rew=1.9141  Ent=0.0500  || [Bob]   Loss=+0.0172  Val=0.3411  Rew=0.0031  ABC=-1.0687  SR=0.2209
  Iter  593 | [Alice] Loss=+0.0601  Val=0.7234  Rew=2.7109  Ent=0.0500  || [Bob]   Loss=+0.0041  Val=0.2666  Rew=0.0029  ABC=-1.0967  SR=0.1793
  Iter  594 | [Alice] Loss=+0.1265  Val=0.2127  Rew=0.9492  Ent=0.0500  || [Bob]   Loss=-0.0004  Val=0.3821  Rew=0.0018  ABC=0.0000  SR=0.2720
  Iter  594 | [Alice] Loss=+0.1152  Val=0.5935  Rew=2.4922  Ent=0.0500  || [Bob]   Loss=+0.0086  Val=0.3015  Rew=0.0032  ABC=-1.1275  SR=0.2471
  Iter  594 | [Alice] Loss=+0.1463  Val=0.1061  Rew=0.4238  Ent=0.0500  || [Bob]   Loss=+0.0117  Val=0.3323  Rew=0.0006  ABC=0.0000  SR=0.1389
  Iter  594 | [Alice] Loss=+0.1009  Val=0.6828  Rew=2.3340  Ent=0.0500  || [Bob]   Loss=+0.0090  Val=0.3356  Rew=0.0035  ABC=-1.0791  SR=0.2603
  Iter  594 | [Alice] Loss=+0.0630  Val=0.7929  Rew=2.5879  Ent=0.0500  || [Bob]   Loss=+0.0091  Val=0.3211  Rew=0.0039  ABC=-1.0888  SR=0.2465
  Iter  595 | [Alice] Loss=+0.1309  Val=0.1794  Rew=0.9961  Ent=0.0500  || [Bob]   Loss=+0.0064  Val=0.2930  Rew=0.0015  ABC=0.0000  SR=0.2521
  Iter  595 | [Alice] Loss=+0.0785  Val=0.5812  Rew=2.0801  Ent=0.0500  || [Bob]   Loss=+0.0174  Val=0.3568  Rew=0.0036  ABC=-1.1035  SR=0.2828
  Iter  595 | [Alice] Loss=+0.0637  Val=0.1396  Rew=0.6914  Ent=0.0500  || [Bob]   Loss=-0.0074  Val=0.3615  Rew=0.0012  ABC=0.0000  SR=0.2838
  Iter  595 | [Alice] Loss=+0.0657  Val=0.0731  Rew=0.2578  Ent=0.0500  || [Bob]   Loss=+0.0242  Val=0.2918  Rew=0.0004  ABC=0.0000  SR=0.0855
  Iter  595 | [Alice] Loss=+0.0746  Val=0.7008  Rew=2.7207  Ent=0.0500  || [Bob]   Loss=+0.0104  Val=0.2780  Rew=0.0033  ABC=-1.1093  SR=0.1847
  Iter  596 | [Alice] Loss=+0.1292  Val=0.1836  Rew=1.0137  Ent=0.0500  || [Bob]   Loss=+0.0152  Val=0.2979  Rew=0.0016  ABC=-1.1653  SR=0.3040
  Iter  596 | [Alice] Loss=+0.0821  Val=0.6300  Rew=2.2520  Ent=0.0500  || [Bob]   Loss=+0.0200  Val=0.3216  Rew=0.0043  ABC=-1.1286  SR=0.2952
  Iter  596 | [Alice] Loss=+0.0841  Val=0.0498  Rew=0.2148  Ent=0.0500  || [Bob]   Loss=+0.0063  Val=0.2476  Rew=0.0005  ABC=0.0000  SR=0.2683
  Iter  596 | [Alice] Loss=+0.2079  Val=0.0273  Rew=0.0234  Ent=0.0500  || [Bob]   Loss=+0.0649  Val=0.2116  Rew=0.0001  ABC=0.0000  SR=0.2222
  Iter  596 | [Alice] Loss=+0.0826  Val=0.7161  Rew=2.6543  Ent=0.0500  || [Bob]   Loss=+0.0159  Val=0.2741  Rew=0.0032  ABC=-1.0903  SR=0.2199
  Iter  597 | [Alice] Loss=+0.1919  Val=0.4427  Rew=1.7363  Ent=0.0500  || [Bob]   Loss=+0.0209  Val=0.3372  Rew=0.0030  ABC=-1.1377  SR=0.3568
  Iter  597 | [Alice] Loss=+0.1462  Val=0.6303  Rew=2.4570  Ent=0.0500  || [Bob]   Loss=+0.0213  Val=0.3052  Rew=0.0037  ABC=-1.1097  SR=0.2474
  Iter  597 | [Alice] Loss=+0.1046  Val=0.0284  Rew=0.1797  Ent=0.0500  || [Bob]   Loss=+0.0083  Val=0.2409  Rew=0.0005  ABC=0.0000  SR=0.3871
  Iter  597 | [Alice] Loss=+0.0548  Val=0.0895  Rew=0.5078  Ent=0.0500  || [Bob]   Loss=-0.0254  Val=0.3998  Rew=0.0006  ABC=0.0000  SR=0.2273
  Iter  597 | [Alice] Loss=+0.0784  Val=0.7511  Rew=2.6445  Ent=0.0500  || [Bob]   Loss=+0.0073  Val=0.2484  Rew=0.0032  ABC=-1.1041  SR=0.1979
  Iter  598 | [Alice] Loss=+0.0770  Val=0.5833  Rew=2.4961  Ent=0.0500  || [Bob]   Loss=+0.0070  Val=0.2430  Rew=0.0026  ABC=-1.1090  SR=0.2090
  Iter  598 | [Alice] Loss=+0.0817  Val=0.6873  Rew=2.8066  Ent=0.0500  || [Bob]   Loss=+0.0082  Val=0.2595  Rew=0.0029  ABC=-1.1110  SR=0.1951
  Iter  598 | [Alice] Loss=+0.1807  Val=0.0835  Rew=0.3984  Ent=0.0500  || [Bob]   Loss=-0.0174  Val=0.2859  Rew=0.0005  ABC=0.0000  SR=0.2821
  Iter  598 | [Alice] Loss=+0.1364  Val=0.3449  Rew=1.1387  Ent=0.0500  || [Bob]   Loss=+0.0133  Val=0.2959  Rew=0.0014  ABC=-1.0872  SR=0.3182
  Iter  599 | [Alice] Loss=+0.1245  Val=0.5001  Rew=1.9648  Ent=0.0500  || [Bob]   Loss=+0.0207  Val=0.3235  Rew=0.0029  ABC=-1.1137  SR=0.2338
  Iter  599 | [Alice] Loss=+0.1043  Val=0.7723  Rew=2.5762  Ent=0.0500  || [Bob]   Loss=+0.0188  Val=0.3348  Rew=0.0042  ABC=-1.0804  SR=0.2708
  Iter  599 | [Alice] Loss=+0.0763  Val=0.3288  Rew=1.1758  Ent=0.0500  || [Bob]   Loss=+0.0114  Val=0.4511  Rew=0.0022  ABC=-1.0957  SR=0.3846
  Iter  599 | [Alice] Loss=+0.0649  Val=0.7845  Rew=2.6875  Ent=0.0500  || [Bob]   Loss=+0.0081  Val=0.2686  Rew=0.0026  ABC=-1.0688  SR=0.2140
  Iter  600 | [Alice] Loss=+0.1430  Val=0.6989  Rew=2.4961  Ent=0.0500  || [Bob]   Loss=+0.0021  Val=0.2593  Rew=0.0030  ABC=-1.1024  SR=0.2389
  Iter  600 | [Alice] Loss=+0.0453  Val=0.7338  Rew=2.6191  Ent=0.0500  || [Bob]   Loss=+0.0145  Val=0.2910  Rew=0.0033  ABC=-1.1036  SR=0.2089
  Iter  600 | [Alice] Loss=+0.0182  Val=0.5238  Rew=1.9141  Ent=0.0500  || [Bob]   Loss=-0.0010  Val=0.3149  Rew=0.0026  ABC=-1.1009  SR=0.2698
  Iter  600 | [Alice] Loss=+0.0391  Val=0.6003  Rew=2.3203  Ent=0.0500  || [Bob]   Loss=+0.0288  Val=0.3133  Rew=0.0036  ABC=-1.0966  SR=0.2222
  Iter  601 | [Alice] Loss=+0.0727  Val=0.8310  Rew=2.6914  Ent=0.0500  || [Bob]   Loss=+0.0055  Val=0.2928  Rew=0.0032  ABC=-1.0456  SR=0.2218
  Iter  601 | [Alice] Loss=+0.1052  Val=0.4323  Rew=1.8398  Ent=0.0500  || [Bob]   Loss=-0.0048  Val=0.3314  Rew=0.0022  ABC=-1.1105  SR=0.1837
  Iter  601 | [Alice] Loss=+0.0282  Val=0.4517  Rew=1.5488  Ent=0.0500  || [Bob]   Loss=+0.0128  Val=0.3468  Rew=0.0024  ABC=-1.0881  SR=0.2278
  Iter  601 | [Alice] Loss=+0.0810  Val=0.2983  Rew=1.3145  Ent=0.0500  || [Bob]   Loss=+0.0199  Val=0.3749  Rew=0.0021  ABC=-1.1306  SR=0.2033
  Iter  602 | [Alice] Loss=+0.0463  Val=0.7371  Rew=2.6348  Ent=0.0500  || [Bob]   Loss=+0.0120  Val=0.3175  Rew=0.0035  ABC=-1.0510  SR=0.2252
  Iter  602 | [Alice] Loss=+0.1370  Val=0.3202  Rew=1.3359  Ent=0.0500  || [Bob]   Loss=+0.0124  Val=0.3440  Rew=0.0017  ABC=-1.1317  SR=0.2195
  Iter  602 | [Alice] Loss=+0.0488  Val=0.1543  Rew=0.6758  Ent=0.0500  || [Bob]   Loss=+0.0186  Val=0.4358  Rew=0.0014  ABC=0.0000  SR=0.2047
  Iter  602 | [Alice] Loss=+0.0768  Val=0.5068  Rew=1.7891  Ent=0.0500  || [Bob]   Loss=+0.0127  Val=0.3357  Rew=0.0025  ABC=-1.1373  SR=0.2814
  Iter  603 | [Alice] Loss=+0.0492  Val=0.6750  Rew=2.5508  Ent=0.0500  || [Bob]   Loss=+0.0401  Val=0.2572  Rew=0.0032  ABC=-1.0948  SR=0.2055
  Iter  603 | [Alice] Loss=+0.1021  Val=0.3087  Rew=1.5020  Ent=0.0500  || [Bob]   Loss=+0.0049  Val=0.3021  Rew=0.0025  ABC=-1.1322  SR=0.2747
  Iter  603 | [Alice] Loss=+0.0785  Val=0.0769  Rew=0.3477  Ent=0.0500  || [Bob]   Loss=-0.0065  Val=0.2742  Rew=0.0006  ABC=0.0000  SR=0.2549
  Iter  603 | [Alice] Loss=+0.1237  Val=0.4293  Rew=1.6191  Ent=0.0500  || [Bob]   Loss=+0.0262  Val=0.3122  Rew=0.0023  ABC=-1.0981  SR=0.2292
  Iter  604 | [Alice] Loss=+0.1707  Val=0.6647  Rew=2.4531  Ent=0.0500  || [Bob]   Loss=+0.0156  Val=0.2613  Rew=0.0032  ABC=-1.0959  SR=0.2101
  Iter  604 | [Alice] Loss=+0.0949  Val=0.3270  Rew=1.7559  Ent=0.0500  || [Bob]   Loss=-0.0023  Val=0.2922  Rew=0.0027  ABC=-1.1288  SR=0.2525
  Iter  604 | [Alice] Loss=+0.1826  Val=0.0763  Rew=0.3066  Ent=0.0500  || [Bob]   Loss=+0.0063  Val=0.5248  Rew=0.0006  ABC=0.0000  SR=0.2821
  Iter  604 | [Alice] Loss=+0.0570  Val=0.6794  Rew=2.3105  Ent=0.0500  || [Bob]   Loss=+0.0247  Val=0.3258  Rew=0.0034  ABC=-1.1114  SR=0.2712
  Iter  605 | [Alice] Loss=+0.0648  Val=0.7312  Rew=2.6367  Ent=0.0500  || [Bob]   Loss=+0.0073  Val=0.2735  Rew=0.0032  ABC=-1.1250  SR=0.2115
  Iter  605 | [Alice] Loss=+0.1111  Val=0.3960  Rew=2.0508  Ent=0.0500  || [Bob]   Loss=+0.0481  Val=0.3149  Rew=0.0033  ABC=-1.1113  SR=0.2809
  Iter  605 | [Alice] Loss=+0.0733  Val=0.1716  Rew=0.6582  Ent=0.0500  || [Bob]   Loss=+0.0152  Val=0.3700  Rew=0.0012  ABC=0.0000  SR=0.3387
  Iter  605 | [Alice] Loss=+0.0507  Val=0.6184  Rew=2.1934  Ent=0.0500  || [Bob]   Loss=+0.0051  Val=0.3368  Rew=0.0032  ABC=-1.1080  SR=0.2329
  Iter  606 | [Alice] Loss=+0.1214  Val=0.7853  Rew=2.7305  Ent=0.0500  || [Bob]   Loss=+0.0123  Val=0.2664  Rew=0.0028  ABC=-1.1202  SR=0.2021
  Iter  606 | [Alice] Loss=+0.0987  Val=0.7308  Rew=2.4922  Ent=0.0500  || [Bob]   Loss=+0.0225  Val=0.3229  Rew=0.0039  ABC=-1.1025  SR=0.3152
  Iter  606 | [Alice] Loss=+0.0466  Val=0.1233  Rew=0.5469  Ent=0.0500  || [Bob]   Loss=+0.0276  Val=0.4269  Rew=0.0012  ABC=0.0000  SR=0.3117
  Iter  606 | [Alice] Loss=+0.1476  Val=0.3200  Rew=1.4043  Ent=0.0500  || [Bob]   Loss=+0.0203  Val=0.3657  Rew=0.0022  ABC=-1.1087  SR=0.1970
  Iter  607 | [Alice] Loss=+0.1725  Val=0.6259  Rew=2.4160  Ent=0.0500  || [Bob]   Loss=+0.0012  Val=0.2033  Rew=0.0019  ABC=-1.1121  SR=0.1525
  Iter  607 | [Alice] Loss=+0.0310  Val=0.7480  Rew=2.9492  Ent=0.0500  || [Bob]   Loss=+0.0359  Val=0.3087  Rew=0.0041  ABC=-1.0815  SR=0.2266
  Iter  607 | [Alice] Loss=+0.0897  Val=0.0648  Rew=0.2109  Ent=0.0500  || [Bob]   Loss=+0.0119  Val=0.4635  Rew=0.0006  ABC=0.0000  SR=0.2632
  Iter  607 | [Alice] Loss=+0.0674  Val=0.4709  Rew=1.7031  Ent=0.0500  || [Bob]   Loss=+0.0192  Val=0.3233  Rew=0.0026  ABC=-1.1072  SR=0.2695
  Iter  608 | [Alice] Loss=+0.0819  Val=0.6735  Rew=2.6328  Ent=0.0500  || [Bob]   Loss=+0.0305  Val=0.2703  Rew=0.0035  ABC=-1.1108  SR=0.2303
  Iter  608 | [Alice] Loss=+0.1564  Val=0.1260  Rew=0.5234  Ent=0.0500  || [Bob]   Loss=+0.0140  Val=0.3884  Rew=0.0011  ABC=0.0000  SR=0.3667
  Iter  608 | [Alice] Loss=+0.1087  Val=0.4363  Rew=1.5488  Ent=0.0500  || [Bob]   Loss=+0.0236  Val=0.3932  Rew=0.0027  ABC=-1.1049  SR=0.2634
  Iter  609 | [Alice] Loss=+0.1185  Val=0.4721  Rew=2.0273  Ent=0.0500  || [Bob]   Loss=+0.0237  Val=0.3336  Rew=0.0034  ABC=-1.1208  SR=0.2471
